a,b,c,d,e,f,g,h,i,j,k,l,auc,infer_time
0,0,1,1,1,1,0,1,0,0,1,1,0.464285714,0.439757109
0,0,1,1,1,1,0,1,0,1,0,0,0.464285714,0.399758339
0,0,1,1,1,1,0,1,0,1,0,1,0.464285714,0.391714573
0,0,1,1,1,1,0,1,0,1,1,0,0.464285714,0.399351835
0,0,1,1,1,1,0,1,0,1,1,1,0.464285714,0.424489498
0,0,1,1,1,1,0,1,1,0,0,0,0.464285714,0.406807184
0,0,1,1,1,1,0,1,1,0,0,1,0.464285714,0.412890911
0,0,1,1,1,1,0,1,1,0,1,0,0.464285714,0.453123569
0,0,1,1,1,1,0,1,1,0,1,1,0.464285714,0.457368851
0,0,1,1,1,1,0,1,1,1,0,0,0.464285714,0.427509308
0,0,1,1,1,1,0,1,1,1,0,1,0.464285714,0.376453161
0,0,1,1,1,1,0,1,1,1,1,0,0.464285714,0.401714087
0,0,1,1,1,1,0,1,1,1,1,1,0.464285714,0.373631716
0,0,1,1,1,1,1,0,0,0,0,0,0.535714286,0.836316347
0,0,1,1,1,1,1,0,0,0,0,1,0.535714286,0.824508905
0,0,1,1,1,1,1,0,0,0,1,0,0.535714286,0.824650526
0,0,1,1,1,1,1,0,0,0,1,1,0.535714286,0.795903683
0,0,1,1,1,1,1,0,0,1,0,0,0.535714286,0.840500355
0,0,1,1,1,1,1,0,0,1,0,1,0.535714286,0.855581284
0,0,1,1,1,1,1,0,0,1,1,0,0.535714286,0.812319517
0,0,1,1,1,1,1,0,0,1,1,1,0.535714286,0.835515022
0,0,1,1,1,1,1,0,1,0,0,0,0.535714286,0.833551168
0,0,1,1,1,1,1,0,1,0,0,1,0.535714286,0.777249813
0,0,1,1,1,1,1,0,1,0,1,0,0.535714286,0.82005167
0,0,1,1,1,1,1,0,1,0,1,1,0.535714286,0.815992832
0,0,1,1,1,1,1,0,1,1,0,0,0.535714286,0.851831675
0,0,1,1,1,1,1,0,1,1,0,1,0.535714286,0.825685263
0,0,1,1,1,1,1,0,1,1,1,0,0.535714286,0.851338625
0,0,1,1,1,1,1,0,1,1,1,1,0.535714286,0.819535255
0,0,1,1,1,1,1,1,0,0,0,0,0.464285714,0.832945824
0,0,1,1,1,1,1,1,0,0,0,1,0.464285714,0.812896729
0,0,1,1,1,1,1,1,0,0,1,0,0.464285714,0.826403379
0,0,1,1,1,1,1,1,0,0,1,1,0.464285714,0.816031694
0,0,1,1,1,1,1,1,0,1,0,0,0.464285714,0.811880827
0,0,1,1,1,1,1,1,0,1,0,1,0.464285714,0.861811161
0,0,1,1,1,1,1,1,0,1,1,0,0.464285714,0.833347321
0,0,1,1,1,1,1,1,0,1,1,1,0.464285714,0.812340975
0,0,1,1,1,1,1,1,1,0,0,0,0.464285714,0.803554296
0,0,1,1,1,1,1,1,1,0,0,1,0.464285714,0.790757895
0,0,1,1,1,1,1,1,1,0,1,0,0.464285714,0.818445683
0,0,1,1,1,1,1,1,1,0,1,1,0.464285714,0.834051371
0,0,1,1,1,1,1,1,1,1,0,0,0.464285714,0.870726824
0,0,1,1,1,1,1,1,1,1,0,1,0.464285714,0.834493637
0,0,1,1,1,1,1,1,1,1,1,0,0.464285714,0.843480825
0,0,1,1,1,1,1,1,1,1,1,1,0.464285714,0.821983337
0,1,0,0,0,0,0,0,0,0,0,0,0.535714286,0.168260574
0,1,0,0,0,0,0,0,0,0,0,1,0.535714286,0.186990738
0,1,0,0,0,0,0,0,0,0,1,0,0.535714286,0.192681789
0,1,0,0,0,0,0,0,0,0,1,1,0.535714286,0.199463367
0,1,0,0,0,0,0,0,0,1,0,0,0.535714286,0.173657417
0,1,0,0,0,0,0,0,0,1,0,1,0.535714286,0.19359374
0,1,0,0,0,0,0,0,0,1,1,0,0.535714286,0.165249586
0,1,0,0,0,0,0,0,0,1,1,1,0.535714286,0.168224812
0,1,0,0,0,0,0,0,1,0,0,0,0.535714286,0.184687853
0,1,0,0,0,0,0,0,1,0,0,1,0.535714286,0.162178516
0,1,0,0,0,0,0,0,1,0,1,0,0.535714286,0.173684835
0,1,0,0,0,0,0,0,1,0,1,1,0.535714286,0.173821449
0,1,0,0,0,0,0,0,1,1,0,0,0.535714286,0.178610086
0,1,0,0,0,0,0,0,1,1,0,1,0.535714286,0.196622133
0,1,0,0,0,0,0,0,1,1,1,0,0.535714286,0.170846462
0,1,0,0,0,0,0,0,1,1,1,1,0.535714286,0.17250371
0,1,0,0,0,0,0,1,0,0,0,0,0.464285714,0.183573008
0,1,0,0,0,0,0,1,0,0,0,1,0.464285714,0.187499523
0,1,0,0,0,0,0,1,0,0,1,0,0.464285714,0.183258772
0,1,0,0,0,0,0,1,0,0,1,1,0.464285714,0.167608976
0,1,0,0,0,0,0,1,0,1,0,0,0.464285714,0.181535482
0,1,0,0,0,0,0,1,0,1,0,1,0.464285714,0.195966244
0,1,0,0,0,0,0,1,0,1,1,0,0.464285714,0.165227413
0,1,0,0,0,0,0,1,0,1,1,1,0.464285714,0.165009022
0,1,0,0,0,0,0,1,1,0,0,0,0.464285714,0.181969643
0,1,0,0,0,0,0,1,1,0,0,1,0.464285714,0.190148115
0,1,0,0,0,0,0,1,1,0,1,0,0.464285714,0.187893391
0,1,0,0,0,0,0,1,1,0,1,1,0.464285714,0.185143948
0,1,0,0,0,0,0,1,1,1,0,0,0.464285714,0.169780731
0,1,0,0,0,0,0,1,1,1,0,1,0.464285714,0.170550823
0,1,0,0,0,0,0,1,1,1,1,0,0.464285714,0.166282415
0,1,0,0,0,0,0,1,1,1,1,1,0.464285714,0.171586752
0,1,0,0,0,0,1,0,0,0,0,0,0.464285714,0.191923857
0,1,0,0,0,0,1,0,0,0,0,1,0.464285714,0.185934544
0,1,0,0,0,0,1,0,0,0,1,0,0.464285714,0.203180075
0,1,0,0,0,0,1,0,0,0,1,1,0.464285714,0.170194864
0,1,0,0,0,0,1,0,0,1,0,0,0.464285714,0.196529627
0,1,0,0,0,0,1,0,0,1,0,1,0.464285714,0.179250717
0,1,0,0,0,0,1,0,0,1,1,0,0.464285714,0.172676563
0,1,0,0,0,0,1,0,0,1,1,1,0.464285714,0.170668125
0,1,0,0,0,0,1,0,1,0,0,0,0.464285714,0.195436954
0,1,0,0,0,0,1,0,1,0,0,1,0.464285714,0.192605019
0,1,0,0,0,0,1,0,1,0,1,0,0.464285714,0.174994469
0,1,0,0,0,0,1,0,1,0,1,1,0.464285714,0.191471815
0,1,0,0,0,0,1,0,1,1,0,0,0.464285714,0.174961329
0,1,0,0,0,0,1,0,1,1,0,1,0.464285714,0.196309805
0,1,0,0,0,0,1,0,1,1,1,0,0.464285714,0.209894419
0,1,0,0,0,0,1,0,1,1,1,1,0.464285714,0.171128035
0,1,0,0,0,0,1,1,0,0,0,0,0.535714286,0.199029446
0,1,0,0,0,0,1,1,0,0,0,1,0.535714286,0.188955784
0,1,0,0,0,0,1,1,0,0,1,0,0.535714286,0.199581861
0,1,0,0,0,0,1,1,0,0,1,1,0.535714286,0.17721796
0,1,0,0,0,0,1,1,0,1,0,0,0.535714286,0.193967342
0,1,0,0,0,0,1,1,0,1,0,1,0.535714286,0.192881346
0,1,0,0,0,0,1,1,0,1,1,0,0.535714286,0.177595615
0,1,0,0,0,0,1,1,0,1,1,1,0.535714286,0.170060158
0,1,0,0,0,0,1,1,1,0,0,0,0.535714286,0.18863225
0,1,0,0,0,0,1,1,1,0,0,1,0.535714286,0.169135809
0,1,0,0,0,0,1,1,1,0,1,0,0.535714286,0.187347174
0,1,0,0,0,0,1,1,1,0,1,1,0.535714286,0.175187111
0,1,0,0,0,0,1,1,1,1,0,0,0.464285714,0.196656704
0,1,0,0,0,0,1,1,1,1,0,1,0.535714286,0.169760942
0,1,0,0,0,0,1,1,1,1,1,0,0.464285714,0.181312323
0,1,0,0,0,0,1,1,1,1,1,1,0.535714286,0.182941198
0,1,0,0,0,1,0,0,0,0,0,0,0.535714286,0.297021866
0,1,0,0,0,1,0,0,0,0,0,1,0.535714286,0.265711308
0,1,0,0,0,1,0,0,0,0,1,0,0.535714286,0.253895998
0,1,0,0,0,1,0,0,0,0,1,1,0.535714286,0.254840851
0,1,0,0,0,1,0,0,0,1,0,0,0.535714286,0.24893117
0,1,0,0,0,1,0,0,0,1,0,1,0.535714286,0.284412861
0,1,0,0,0,1,0,0,0,1,1,0,0.535714286,0.257801056
0,1,0,0,0,1,0,0,0,1,1,1,0.535714286,0.274384022
0,1,0,0,0,1,0,0,1,0,0,0,0.535714286,0.256716728
0,1,0,0,0,1,0,0,1,0,0,1,0.535714286,0.271136284
0,1,0,0,0,1,0,0,1,0,1,0,0.535714286,0.267318249
0,1,0,0,0,1,0,0,1,0,1,1,0.535714286,0.288566589
0,1,0,0,0,1,0,0,1,1,0,0,0.535714286,0.326141119
0,1,0,0,0,1,0,0,1,1,0,1,0.535714286,0.294847012
0,1,0,0,0,1,0,0,1,1,1,0,0.535714286,0.264080286
0,1,0,0,0,1,0,0,1,1,1,1,0.535714286,0.247933388
0,1,0,0,0,1,0,1,0,0,0,0,0.464285714,0.252346277
0,1,0,0,0,1,0,1,0,0,0,1,0.464285714,0.27534461
0,1,0,0,0,1,0,1,0,0,1,0,0.464285714,0.266640902
0,1,0,0,0,1,0,1,0,0,1,1,0.464285714,0.274120331
0,1,0,0,0,1,0,1,0,1,0,0,0.464285714,0.257362843
0,1,0,0,0,1,0,1,0,1,0,1,0.464285714,0.266895533
0,1,0,0,0,1,0,1,0,1,1,0,0.464285714,0.301519632
0,1,0,0,0,1,0,1,0,1,1,1,0.464285714,0.280479908
0,1,0,0,0,1,0,1,1,0,0,0,0.464285714,0.273808241
0,1,0,0,0,1,0,1,1,0,0,1,0.464285714,0.276012421
0,1,0,0,0,1,0,1,1,0,1,0,0.464285714,0.263695478
0,1,0,0,0,1,0,1,1,0,1,1,0.464285714,0.252323627
0,1,0,0,0,1,0,1,1,1,0,0,0.464285714,0.275345802
0,1,0,0,0,1,0,1,1,1,0,1,0.464285714,0.288381577
0,1,0,0,0,1,0,1,1,1,1,0,0.464285714,0.263709068
0,1,0,0,0,1,0,1,1,1,1,1,0.464285714,0.294827223
0,1,0,0,0,1,1,0,0,0,0,0,0.535714286,0.301209688
0,1,0,0,0,1,1,0,0,0,0,1,0.535714286,0.306221247
0,1,0,0,0,1,1,0,0,0,1,0,0.535714286,0.345588684
0,1,0,0,0,1,1,0,0,0,1,1,0.535714286,0.316193342
0,1,0,0,0,1,1,0,0,1,0,0,0.535714286,0.313297272
0,1,0,0,0,1,1,0,0,1,0,1,0.535714286,0.300443172
0,1,0,0,0,1,1,0,0,1,1,0,0.535714286,0.315947533
0,1,0,0,0,1,1,0,0,1,1,1,0.535714286,0.30085206
0,1,0,0,0,1,1,0,1,0,0,0,0.535714286,0.366386652
0,1,0,0,0,1,1,0,1,0,0,1,0.535714286,0.313318253
0,1,0,0,0,1,1,0,1,0,1,0,0.535714286,0.31296134
0,1,0,0,0,1,1,0,1,0,1,1,0.535714286,0.293307543
0,1,0,0,0,1,1,0,1,1,0,0,0.535714286,0.316125393
0,1,0,0,0,1,1,0,1,1,0,1,0.535714286,0.339677095
0,1,0,0,0,1,1,0,1,1,1,0,0.535714286,0.302290678
0,1,0,0,0,1,1,0,1,1,1,1,0.535714286,0.338059187
0,1,0,0,0,1,1,1,0,0,0,0,0.464285714,0.314474106
0,1,0,0,0,1,1,1,0,0,0,1,0.464285714,0.293273926
0,1,0,0,0,1,1,1,0,0,1,0,0.464285714,0.30414629
0,1,0,0,0,1,1,1,0,0,1,1,0.464285714,0.335935116
0,1,0,0,0,1,1,1,0,1,0,0,0.464285714,0.327525377
0,1,0,0,0,1,1,1,0,1,0,1,0.464285714,0.34361124
0,1,0,0,0,1,1,1,0,1,1,0,0.464285714,0.336027861
0,1,0,0,0,1,1,1,0,1,1,1,0.464285714,0.308914185
0,1,0,0,0,1,1,1,1,0,0,0,0.464285714,0.323585749
0,1,0,0,0,1,1,1,1,0,0,1,0.464285714,0.333843946
0,1,0,0,0,1,1,1,1,0,1,0,0.464285714,0.323750019
0,1,0,0,0,1,1,1,1,0,1,1,0.464285714,0.326450586
0,1,0,0,0,1,1,1,1,1,0,0,0.464285714,0.338808537
0,1,0,0,0,1,1,1,1,1,0,1,0.464285714,0.319144487
0,1,0,0,0,1,1,1,1,1,1,0,0.464285714,0.337842941
0,1,0,0,0,1,1,1,1,1,1,1,0.464285714,0.339651823
0,1,0,0,1,0,0,0,0,0,0,0,0.535714286,0.284394979
0,1,0,0,1,0,0,0,0,0,0,1,0.535714286,0.239588976
0,1,0,0,1,0,0,0,0,0,1,0,0.535714286,0.278199911
0,1,0,0,1,0,0,0,0,0,1,1,0.535714286,0.26708293
0,1,0,0,1,0,0,0,0,1,0,0,0.535714286,0.245947361
0,1,0,0,1,0,0,0,0,1,0,1,0.535714286,0.280848026
0,1,0,0,1,0,0,0,0,1,1,0,0.535714286,0.236194134
0,1,0,0,1,0,0,0,0,1,1,1,0.535714286,0.256812572
0,1,0,0,1,0,0,0,1,0,0,0,0.535714286,0.242784739
0,1,0,0,1,0,0,0,1,0,0,1,0.535714286,0.268540621
0,1,0,0,1,0,0,0,1,0,1,0,0.535714286,0.273064613
0,1,0,0,1,0,0,0,1,0,1,1,0.535714286,0.260010004
0,1,0,0,1,0,0,0,1,1,0,0,0.535714286,0.240305185
0,1,0,0,1,0,0,0,1,1,0,1,0.535714286,0.253928423
0,1,0,0,1,0,0,0,1,1,1,0,0.535714286,0.274492979
0,1,0,0,1,0,0,0,1,1,1,1,0.535714286,0.288637161
0,1,0,0,1,0,0,1,0,0,0,0,0.535714286,0.261371136
0,1,0,0,1,0,0,1,0,0,0,1,0.535714286,0.260795116
0,1,0,0,1,0,0,1,0,0,1,0,0.535714286,0.252303123
0,1,0,0,1,0,0,1,0,0,1,1,0.535714286,0.264258385
0,1,0,0,1,0,0,1,0,1,0,0,0.535714286,0.265345812
0,1,0,0,1,0,0,1,0,1,0,1,0.535714286,0.262386799
0,1,0,0,1,0,0,1,0,1,1,0,0.535714286,0.258750916
0,1,0,0,1,0,0,1,0,1,1,1,0.535714286,0.242947578
0,1,0,0,1,0,0,1,1,0,0,0,0.535714286,0.247809649
0,1,0,0,1,0,0,1,1,0,0,1,0.535714286,0.276655436
0,1,0,0,1,0,0,1,1,0,1,0,0.535714286,0.24854207
0,1,0,0,1,0,0,1,1,0,1,1,0.535714286,0.26265645
0,1,0,0,1,0,0,1,1,1,0,0,0.535714286,0.27021122
0,1,0,0,1,0,0,1,1,1,0,1,0.535714286,0.254621506
0,1,0,0,1,0,0,1,1,1,1,0,0.535714286,0.270439386
0,1,0,0,1,0,0,1,1,1,1,1,0.535714286,0.281572104
0,1,0,0,1,0,1,0,0,0,0,0,0.464285714,0.26984334
0,1,0,0,1,0,1,0,0,0,0,1,0.464285714,0.256365299
0,1,0,0,1,0,1,0,0,0,1,0,0.464285714,0.247503042
0,1,0,0,1,0,1,0,0,0,1,1,0.464285714,0.249439716
0,1,0,0,1,0,1,0,0,1,0,0,0.464285714,0.261695623
0,1,0,0,1,0,1,0,0,1,0,1,0.464285714,0.26631856
0,1,0,0,1,0,1,0,0,1,1,0,0.464285714,0.260947466
0,1,0,0,1,0,1,0,0,1,1,1,0.464285714,0.243014812
0,1,0,0,1,0,1,0,1,0,0,0,0.464285714,0.252814054
0,1,0,0,1,0,1,0,1,0,0,1,0.464285714,0.271007538
0,1,0,0,1,0,1,0,1,0,1,0,0.464285714,0.273779869
0,1,0,0,1,0,1,0,1,0,1,1,0.464285714,0.266888142
0,1,0,0,1,0,1,0,1,1,0,0,0.464285714,0.281192303
0,1,0,0,1,0,1,0,1,1,0,1,0.464285714,0.247482777
0,1,0,0,1,0,1,0,1,1,1,0,0.464285714,0.255277157
0,1,0,0,1,0,1,0,1,1,1,1,0.464285714,0.253930807
0,1,0,0,1,0,1,1,0,0,0,0,0.535714286,0.263410807
0,1,0,0,1,0,1,1,0,0,0,1,0.535714286,0.265973091
0,1,0,0,1,0,1,1,0,0,1,0,0.535714286,0.263230085
0,1,0,0,1,0,1,1,0,0,1,1,0.535714286,0.257627726
0,1,0,0,1,0,1,1,0,1,0,0,0.535714286,0.286635876
0,1,0,0,1,0,1,1,0,1,0,1,0.535714286,0.267545462
0,1,0,0,1,0,1,1,0,1,1,0,0.535714286,0.289450169
0,1,0,0,1,0,1,1,0,1,1,1,0.535714286,0.245302677
0,1,0,0,1,0,1,1,1,0,0,0,0.535714286,0.255173445
0,1,0,0,1,0,1,1,1,0,0,1,0.535714286,0.268044949
0,1,0,0,1,0,1,1,1,0,1,0,0.535714286,0.298381329
0,1,0,0,1,0,1,1,1,0,1,1,0.535714286,0.295034885
0,1,0,0,1,0,1,1,1,1,0,0,0.535714286,0.285581827
0,1,0,0,1,0,1,1,1,1,0,1,0.535714286,0.269138813
0,1,0,0,1,0,1,1,1,1,1,0,0.535714286,0.267333508
0,1,0,0,1,0,1,1,1,1,1,1,0.535714286,0.268465757
0,1,0,0,1,1,0,0,0,0,0,0,0.535714286,0.354052067
0,1,0,0,1,1,0,0,0,0,0,1,0.535714286,0.330302477
0,1,0,0,1,1,0,0,0,0,1,0,0.535714286,0.335739136
0,1,0,0,1,1,0,0,0,0,1,1,0.535714286,0.374188662
0,1,0,0,1,1,0,0,0,1,0,0,0.535714286,0.360849619
0,1,0,0,1,1,0,0,0,1,0,1,0.535714286,0.358927965
0,1,0,0,1,1,0,0,0,1,1,0,0.535714286,0.339117527
0,1,0,0,1,1,0,0,0,1,1,1,0.535714286,0.333206177
0,1,0,0,1,1,0,0,1,0,0,0,0.535714286,0.389210463
0,1,0,0,1,1,0,0,1,0,0,1,0.535714286,0.336395979
0,1,0,0,1,1,0,0,1,0,1,0,0.535714286,0.355269432
0,1,0,0,1,1,0,0,1,0,1,1,0.535714286,0.353597879
0,1,0,0,1,1,0,0,1,1,0,0,0.535714286,0.333707094
0,1,0,0,1,1,0,0,1,1,0,1,0.535714286,0.335955858
0,1,0,0,1,1,0,0,1,1,1,0,0.535714286,0.332141638
0,1,0,0,1,1,0,0,1,1,1,1,0.535714286,0.369912624
0,1,0,0,1,1,0,1,0,0,0,0,0.464285714,0.343711138
0,1,0,0,1,1,0,1,0,0,0,1,0.464285714,0.351725578
0,1,0,0,1,1,0,1,0,0,1,0,0.464285714,0.373678684
0,1,0,0,1,1,0,1,0,0,1,1,0.464285714,0.363767147
0,1,0,0,1,1,0,1,0,1,0,0,0.464285714,0.355154276
0,1,0,0,1,1,0,1,0,1,0,1,0.464285714,0.34376502
0,1,0,0,1,1,0,1,0,1,1,0,0.464285714,0.354711533
0,1,0,0,1,1,0,1,0,1,1,1,0.464285714,0.361041546
0,1,0,0,1,1,0,1,1,0,0,0,0.464285714,0.359213114
0,1,0,0,1,1,0,1,1,0,0,1,0.464285714,0.368706465
0,1,0,0,1,1,0,1,1,0,1,0,0.464285714,0.363154411
0,1,0,0,1,1,0,1,1,0,1,1,0.464285714,0.364193678
0,1,0,0,1,1,0,1,1,1,0,0,0.464285714,0.381637335
0,1,0,0,1,1,0,1,1,1,0,1,0.464285714,0.355327129
0,1,0,0,1,1,0,1,1,1,1,0,0.464285714,0.350898266
0,1,0,0,1,1,0,1,1,1,1,1,0.464285714,0.328630447
0,1,0,0,1,1,1,0,0,0,0,0,0.535714286,0.414098978
0,1,0,0,1,1,1,0,0,0,0,1,0.535714286,0.456742764
0,1,0,0,1,1,1,0,0,0,1,0,0.535714286,0.432492495
0,1,0,0,1,1,1,0,0,0,1,1,0.535714286,0.3843925
0,1,0,0,1,1,1,0,0,1,0,0,0.535714286,0.410091639
0,1,0,0,1,1,1,0,0,1,0,1,0.535714286,0.392697573
0,1,0,0,1,1,1,0,0,1,1,0,0.535714286,0.388756275
0,1,0,0,1,1,1,0,0,1,1,1,0.535714286,0.397976875
0,1,0,0,1,1,1,0,1,0,0,0,0.535714286,0.405766487
0,1,0,0,1,1,1,0,1,0,0,1,0.535714286,0.440526247
0,1,0,0,1,1,1,0,1,0,1,0,0.535714286,0.380809546
0,1,0,0,1,1,1,0,1,0,1,1,0.535714286,0.390171289
0,1,0,0,1,1,1,0,1,1,0,0,0.535714286,0.386658669
0,1,0,0,1,1,1,0,1,1,0,1,0.535714286,0.408851862
0,1,0,0,1,1,1,0,1,1,1,0,0.535714286,0.378132343
0,1,0,0,1,1,1,0,1,1,1,1,0.535714286,0.404515266
0,1,0,0,1,1,1,1,0,0,0,0,0.464285714,0.400433779
0,1,0,0,1,1,1,1,0,0,0,1,0.464285714,0.421664238
0,1,0,0,1,1,1,1,0,0,1,0,0.464285714,0.392184019
0,1,0,0,1,1,1,1,0,0,1,1,0.464285714,0.430042982
0,1,0,0,1,1,1,1,0,1,0,0,0.464285714,0.392366886
0,1,0,0,1,1,1,1,0,1,0,1,0.464285714,0.3974576
0,1,0,0,1,1,1,1,0,1,1,0,0.464285714,0.404130459
0,1,0,0,1,1,1,1,0,1,1,1,0.464285714,0.392023325
0,1,0,0,1,1,1,1,1,0,0,0,0.464285714,0.37228632
0,1,0,0,1,1,1,1,1,0,0,1,0.464285714,0.415869713
0,1,0,0,1,1,1,1,1,0,1,0,0.464285714,0.415780544
0,1,0,0,1,1,1,1,1,0,1,1,0.464285714,0.389965534
0,1,0,0,1,1,1,1,1,1,0,0,0.464285714,0.41048193
0,1,0,0,1,1,1,1,1,1,0,1,0.464285714,0.383226633
0,1,0,0,1,1,1,1,1,1,1,0,0.464285714,0.420525789
0,1,0,0,1,1,1,1,1,1,1,1,0.464285714,0.388082981
0,1,0,1,0,0,0,0,0,0,0,0,0.464285714,0.370711088
0,1,0,1,0,0,0,0,0,0,0,1,0.464285714,0.363012314
0,1,0,1,0,0,0,0,0,0,1,0,0.464285714,0.352627516
0,1,0,1,0,0,0,0,0,0,1,1,0.464285714,0.337232828
0,1,0,1,0,0,0,0,0,1,0,0,0.464285714,0.3550179
0,1,0,1,0,0,0,0,0,1,0,1,0.464285714,0.346870184
0,1,0,1,0,0,0,0,0,1,1,0,0.464285714,0.359171867
0,1,0,1,0,0,0,0,0,1,1,1,0.464285714,0.379430532
0,1,0,1,0,0,0,0,1,0,0,0,0.464285714,0.33814168
0,1,0,1,0,0,0,0,1,0,0,1,0.464285714,0.339202642
0,1,0,1,0,0,0,0,1,0,1,0,0.464285714,0.375369072
0,1,0,1,0,0,0,0,1,0,1,1,0.464285714,0.341002703
0,1,0,1,0,0,0,0,1,1,0,0,0.464285714,0.357946157
0,1,0,1,0,0,0,0,1,1,0,1,0.464285714,0.35689187
0,1,0,1,0,0,0,0,1,1,1,0,0.464285714,0.376339197
0,1,0,1,0,0,0,0,1,1,1,1,0.464285714,0.343741655
0,1,0,1,0,0,0,1,0,0,0,0,0.535714286,0.36653924
0,1,0,1,0,0,0,1,0,0,0,1,0.535714286,0.389892817
0,1,0,1,0,0,0,1,0,0,1,0,0.535714286,0.385565996
0,1,0,1,0,0,0,1,0,0,1,1,0.535714286,0.375636578
0,1,0,1,0,0,0,1,0,1,0,0,0.535714286,0.332396269
0,1,0,1,0,0,0,1,0,1,0,1,0.535714286,0.338998318
0,1,0,1,0,0,0,1,0,1,1,0,0.535714286,0.348130941
0,1,0,1,0,0,0,1,0,1,1,1,0.535714286,0.34789443
0,1,0,1,0,0,0,1,1,0,0,0,0.535714286,0.383720398
0,1,0,1,0,0,0,1,1,0,0,1,0.535714286,0.331811428
0,1,0,1,0,0,0,1,1,0,1,0,0.535714286,0.336931705
0,1,0,1,0,0,0,1,1,0,1,1,0.535714286,0.356078386
0,1,0,1,0,0,0,1,1,1,0,0,0.535714286,0.353552341
0,1,0,1,0,0,0,1,1,1,0,1,0.535714286,0.355205059
0,1,0,1,0,0,0,1,1,1,1,0,0.535714286,0.374955177
0,1,0,1,0,0,0,1,1,1,1,1,0.535714286,0.356076241
0,1,0,1,0,0,1,0,0,0,0,0,0.535714286,0.432661057
0,1,0,1,0,0,1,0,0,0,0,1,0.535714286,0.44317627
0,1,0,1,0,0,1,0,0,0,1,0,0.535714286,0.41653204
0,1,0,1,0,0,1,0,0,0,1,1,0.535714286,0.420820713
0,1,0,1,0,0,1,0,0,1,0,0,0.535714286,0.435349703
0,1,0,1,0,0,1,0,0,1,0,1,0.535714286,0.444183588
0,1,0,1,0,0,1,0,0,1,1,0,0.535714286,0.417420864
0,1,0,1,0,0,1,0,0,1,1,1,0.535714286,0.410177946
0,1,0,1,0,0,1,0,1,0,0,0,0.535714286,0.41236186
0,1,0,1,0,0,1,0,1,0,0,1,0.535714286,0.472426414
0,1,0,1,0,0,1,0,1,0,1,0,0.535714286,0.422085524
0,1,0,1,0,0,1,0,1,0,1,1,0.535714286,0.433410168
0,1,0,1,0,0,1,0,1,1,0,0,0.535714286,0.406535387
0,1,0,1,0,0,1,0,1,1,0,1,0.535714286,0.409998655
0,1,0,1,0,0,1,0,1,1,1,0,0.535714286,0.458927631
0,1,0,1,0,0,1,0,1,1,1,1,0.535714286,0.411013365
0,1,0,1,0,0,1,1,0,0,0,0,0.535714286,0.425136805
0,1,0,1,0,0,1,1,0,0,0,1,0.535714286,0.418657303
0,1,0,1,0,0,1,1,0,0,1,0,0.535714286,0.408203602
0,1,0,1,0,0,1,1,0,0,1,1,0.535714286,0.485485554
0,1,0,1,0,0,1,1,0,1,0,0,0.535714286,0.397608757
0,1,0,1,0,0,1,1,0,1,0,1,0.535714286,0.432393551
0,1,0,1,0,0,1,1,0,1,1,0,0.535714286,0.409770489
0,1,0,1,0,0,1,1,0,1,1,1,0.535714286,0.404659271
0,1,0,1,0,0,1,1,1,0,0,0,0.535714286,0.446837425
0,1,0,1,0,0,1,1,1,0,0,1,0.535714286,0.442896605
0,1,0,1,0,0,1,1,1,0,1,0,0.535714286,0.427233934
0,1,0,1,0,0,1,1,1,0,1,1,0.535714286,0.456313133
0,1,0,1,0,0,1,1,1,1,0,0,0.535714286,0.448390484
0,1,0,1,0,0,1,1,1,1,0,1,0.535714286,0.435256958
0,1,0,1,0,0,1,1,1,1,1,0,0.535714286,0.465634108
0,1,0,1,0,0,1,1,1,1,1,1,0.535714286,0.492980957
0,1,0,1,0,1,0,0,0,0,0,0,0.535714286,0.506810665
0,1,0,1,0,1,0,0,0,0,0,1,0.535714286,0.511281729
0,1,0,1,0,1,0,0,0,0,1,0,0.535714286,0.505763769
0,1,0,1,0,1,0,0,0,0,1,1,0.535714286,0.487842321
0,1,0,1,0,1,0,0,0,1,0,0,0.535714286,0.483152866
0,1,0,1,0,1,0,0,0,1,0,1,0.535714286,0.54374671
0,1,0,1,0,1,0,0,0,1,1,0,0.535714286,0.495703936
0,1,0,1,0,1,0,0,0,1,1,1,0.535714286,0.520218849
0,1,0,1,0,1,0,0,1,0,0,0,0.535714286,0.53801012
0,1,0,1,0,1,0,0,1,0,0,1,0.535714286,0.49973464
0,1,0,1,0,1,0,0,1,0,1,0,0.535714286,0.510577917
0,1,0,1,0,1,0,0,1,0,1,1,0.535714286,0.550071239
0,1,0,1,0,1,0,0,1,1,0,0,0.535714286,0.502449512
0,1,0,1,0,1,0,0,1,1,0,1,0.535714286,0.518191099
0,1,0,1,0,1,0,0,1,1,1,0,0.535714286,0.506034851
0,1,0,1,0,1,0,0,1,1,1,1,0.535714286,0.513297081
0,1,0,1,0,1,0,1,0,0,0,0,0.464285714,0.51023078
0,1,0,1,0,1,0,1,0,0,0,1,0.464285714,0.531689644
0,1,0,1,0,1,0,1,0,0,1,0,0.464285714,0.537477016
0,1,0,1,0,1,0,1,0,0,1,1,0.464285714,0.498249292
0,1,0,1,0,1,0,1,0,1,0,0,0.464285714,0.523738146
0,1,0,1,0,1,0,1,0,1,0,1,0.464285714,0.543977499
0,1,0,1,0,1,0,1,0,1,1,0,0.464285714,0.524240971
