a,b,c,d,e,f,g,h,i,j,k,l,auc,infer_time
0,1,1,1,1,1,0,0,0,1,0,1,0.535714286,0.942865849
0,1,1,1,1,1,0,0,0,1,1,0,0.535714286,0.94387722
0,1,1,1,1,1,0,0,0,1,1,1,0.535714286,1.031927824
0,1,1,1,1,1,0,0,1,0,0,0,0.535714286,0.892170668
0,1,1,1,1,1,0,0,1,0,0,1,0.535714286,0.885004997
0,1,1,1,1,1,0,0,1,0,1,0,0.535714286,0.916736603
0,1,1,1,1,1,0,0,1,0,1,1,0.535714286,0.938881636
0,1,1,1,1,1,0,0,1,1,0,0,0.535714286,0.926558495
0,1,1,1,1,1,0,0,1,1,0,1,0.535714286,0.885392427
0,1,1,1,1,1,0,0,1,1,1,0,0.535714286,0.946900606
0,1,1,1,1,1,0,0,1,1,1,1,0.535714286,0.921229362
0,1,1,1,1,1,0,1,0,0,0,0,0.464285714,0.949482203
0,1,1,1,1,1,0,1,0,0,0,1,0.464285714,0.943878889
0,1,1,1,1,1,0,1,0,0,1,0,0.464285714,0.956969261
0,1,1,1,1,1,0,1,0,0,1,1,0.464285714,0.97096014
0,1,1,1,1,1,0,1,0,1,0,0,0.464285714,0.959221601
0,1,1,1,1,1,0,1,0,1,0,1,0.464285714,0.943486452
0,1,1,1,1,1,0,1,0,1,1,0,0.464285714,0.939087152
0,1,1,1,1,1,0,1,0,1,1,1,0.464285714,0.931288719
0,1,1,1,1,1,0,1,1,0,0,0,0.464285714,0.926674366
0,1,1,1,1,1,0,1,1,0,0,1,0.464285714,0.966217041
0,1,1,1,1,1,0,1,1,0,1,0,0.464285714,0.95070982
0,1,1,1,1,1,0,1,1,0,1,1,0.464285714,0.917755365
0,1,1,1,1,1,0,1,1,1,0,0,0.464285714,0.947517157
0,1,1,1,1,1,0,1,1,1,0,1,0.464285714,0.903470039
0,1,1,1,1,1,0,1,1,1,1,0,0.464285714,0.889289379
0,1,1,1,1,1,0,1,1,1,1,1,0.464285714,0.972629786
0,1,1,1,1,1,1,0,0,0,0,0,0.535714286,1.343168736
0,1,1,1,1,1,1,0,0,0,0,1,0.535714286,1.349042177
0,1,1,1,1,1,1,0,0,0,1,0,0.535714286,1.307577372
0,1,1,1,1,1,1,0,0,0,1,1,0.535714286,1.359105587
0,1,1,1,1,1,1,0,0,1,0,0,0.535714286,1.397533178
0,1,1,1,1,1,1,0,0,1,0,1,0.535714286,1.421505213
0,1,1,1,1,1,1,0,0,1,1,0,0.535714286,1.272556305
0,1,1,1,1,1,1,0,0,1,1,1,0.535714286,1.317606688
0,1,1,1,1,1,1,0,1,0,0,0,0.535714286,1.370647907
0,1,1,1,1,1,1,0,1,0,0,1,0.535714286,1.329033852
0,1,1,1,1,1,1,0,1,0,1,0,0.535714286,1.382882118
0,1,1,1,1,1,1,0,1,0,1,1,0.535714286,1.393745899
0,1,1,1,1,1,1,0,1,1,0,0,0.535714286,1.361414194
0,1,1,1,1,1,1,0,1,1,0,1,0.535714286,1.372524738
0,1,1,1,1,1,1,0,1,1,1,0,0.535714286,1.374240637
0,1,1,1,1,1,1,0,1,1,1,1,0.535714286,1.302877665
0,1,1,1,1,1,1,1,0,0,0,0,0.464285714,1.346784592
0,1,1,1,1,1,1,1,0,0,0,1,0.464285714,1.355021715
0,1,1,1,1,1,1,1,0,0,1,0,0.464285714,1.32908392
0,1,1,1,1,1,1,1,0,0,1,1,0.464285714,1.380632162
0,1,1,1,1,1,1,1,0,1,0,0,0.464285714,1.377177954
0,1,1,1,1,1,1,1,0,1,0,1,0.464285714,1.379746437
0,1,1,1,1,1,1,1,0,1,1,0,0.464285714,1.295167923
0,1,1,1,1,1,1,1,0,1,1,1,0.464285714,1.3620224
0,1,1,1,1,1,1,1,1,0,0,0,0.464285714,1.409382343
0,1,1,1,1,1,1,1,1,0,0,1,0.464285714,1.477134705
0,1,1,1,1,1,1,1,1,0,1,0,0.464285714,1.299297094
0,1,1,1,1,1,1,1,1,0,1,1,0.464285714,1.379369497
0,1,1,1,1,1,1,1,1,1,0,0,0.464285714,1.364850998
0,1,1,1,1,1,1,1,1,1,0,1,0.464285714,1.444168091
0,1,1,1,1,1,1,1,1,1,1,0,0.464285714,1.363116264
0,1,1,1,1,1,1,1,1,1,1,1,0.464285714,1.352278233
1,0,0,0,0,0,0,0,0,0,0,0,0.464285702,0.077894449
1,0,0,0,0,0,0,0,0,0,0,1,0.464285702,0.079661131
1,0,0,0,0,0,0,0,0,0,1,0,0.464285702,0.077641726
1,0,0,0,0,0,0,0,0,0,1,1,0.464285702,0.075570822
1,0,0,0,0,0,0,0,0,1,0,0,0.464285702,0.076129436
1,0,0,0,0,0,0,0,0,1,0,1,0.464285702,0.081071377
1,0,0,0,0,0,0,0,0,1,1,0,0.464285702,0.083940506
1,0,0,0,0,0,0,0,0,1,1,1,0.464285702,0.079405785
1,0,0,0,0,0,0,0,1,0,0,0,0.464285702,0.076020479
1,0,0,0,0,0,0,0,1,0,0,1,0.464285702,0.077184677
1,0,0,0,0,0,0,0,1,0,1,0,0.464285702,0.070357084
1,0,0,0,0,0,0,0,1,0,1,1,0.464285702,0.079305172
1,0,0,0,0,0,0,0,1,1,0,0,0.464285702,0.077472448
1,0,0,0,0,0,0,0,1,1,0,1,0.464285702,0.075702906
1,0,0,0,0,0,0,0,1,1,1,0,0.464285702,0.0812006
1,0,0,0,0,0,0,0,1,1,1,1,0.464285702,0.085509539
1,0,0,0,0,0,0,1,0,0,0,0,0.464285702,0.082888365
1,0,0,0,0,0,0,1,0,0,0,1,0.464285702,0.074769735
1,0,0,0,0,0,0,1,0,0,1,0,0.464285702,0.073558569
1,0,0,0,0,0,0,1,0,0,1,1,0.464285702,0.078347683
1,0,0,0,0,0,0,1,0,1,0,0,0.464285702,0.082202911
1,0,0,0,0,0,0,1,0,1,0,1,0.464285702,0.07643342
1,0,0,0,0,0,0,1,0,1,1,0,0.464285702,0.078234434
1,0,0,0,0,0,0,1,0,1,1,1,0.464285702,0.082800388
1,0,0,0,0,0,0,1,1,0,0,0,0.464285702,0.073815823
1,0,0,0,0,0,0,1,1,0,0,1,0.464285702,0.082573175
1,0,0,0,0,0,0,1,1,0,1,0,0.464285702,0.073915243
1,0,0,0,0,0,0,1,1,0,1,1,0.464285702,0.074920654
1,0,0,0,0,0,0,1,1,1,0,0,0.464285702,0.094625473
1,0,0,0,0,0,0,1,1,1,0,1,0.464285702,0.082652569
1,0,0,0,0,0,0,1,1,1,1,0,0.464285702,0.078178644
1,0,0,0,0,0,0,1,1,1,1,1,0.464285702,0.08019495
1,0,0,0,0,0,1,0,0,0,0,0,0.535714269,0.090124607
1,0,0,0,0,0,1,0,0,0,0,1,0.535714269,0.089334965
1,0,0,0,0,0,1,0,0,0,1,0,0.535714269,0.086033344
1,0,0,0,0,0,1,0,0,0,1,1,0.535714269,0.084739685
1,0,0,0,0,0,1,0,0,1,0,0,0.535714269,0.08678627
1,0,0,0,0,0,1,0,0,1,0,1,0.535714269,0.095206022
1,0,0,0,0,0,1,0,0,1,1,0,0.535714269,0.085561752
1,0,0,0,0,0,1,0,0,1,1,1,0.535714269,0.078294039
1,0,0,0,0,0,1,0,1,0,0,0,0.535714269,0.086786509
1,0,0,0,0,0,1,0,1,0,0,1,0.535714269,0.079425097
1,0,0,0,0,0,1,0,1,0,1,0,0.535714269,0.080579281
1,0,0,0,0,0,1,0,1,0,1,1,0.535714269,0.084274769
1,0,0,0,0,0,1,0,1,1,0,0,0.535714269,0.080964327
1,0,0,0,0,0,1,0,1,1,0,1,0.535714269,0.086524963
1,0,0,0,0,0,1,0,1,1,1,0,0.535714269,0.087252855
1,0,0,0,0,0,1,0,1,1,1,1,0.535714269,0.089109898
1,0,0,0,0,0,1,1,0,0,0,0,0.464285702,0.078009367
1,0,0,0,0,0,1,1,0,0,0,1,0.464285702,0.079840183
1,0,0,0,0,0,1,1,0,0,1,0,0.464285702,0.08449173
1,0,0,0,0,0,1,1,0,0,1,1,0.464285702,0.08362484
1,0,0,0,0,0,1,1,0,1,0,0,0.464285702,0.098201275
1,0,0,0,0,0,1,1,0,1,0,1,0.464285702,0.090763569
1,0,0,0,0,0,1,1,0,1,1,0,0.464285702,0.092887402
1,0,0,0,0,0,1,1,0,1,1,1,0.464285702,0.087123632
1,0,0,0,0,0,1,1,1,0,0,0,0.464285702,0.079209805
1,0,0,0,0,0,1,1,1,0,0,1,0.464285702,0.098074913
1,0,0,0,0,0,1,1,1,0,1,0,0.464285702,0.092538118
1,0,0,0,0,0,1,1,1,0,1,1,0.464285702,0.085341692
1,0,0,0,0,0,1,1,1,1,0,0,0.464285702,0.085234165
1,0,0,0,0,0,1,1,1,1,0,1,0.464285702,0.089407444
1,0,0,0,0,0,1,1,1,1,1,0,0.464285702,0.098318338
1,0,0,0,0,0,1,1,1,1,1,1,0.464285702,0.096763372
1,0,0,0,0,1,0,0,0,0,0,0,0.535714269,0.157344341
1,0,0,0,0,1,0,0,0,0,0,1,0.535714269,0.159384727
1,0,0,0,0,1,0,0,0,0,1,0,0.535714269,0.162136078
1,0,0,0,0,1,0,0,0,0,1,1,0.535714269,0.190702677
1,0,0,0,0,1,0,0,0,1,0,0,0.535714269,0.163673162
1,0,0,0,0,1,0,0,0,1,0,1,0.535714269,0.170099258
1,0,0,0,0,1,0,0,0,1,1,0,0.535714269,0.160316229
1,0,0,0,0,1,0,0,0,1,1,1,0.535714269,0.188092232
1,0,0,0,0,1,0,0,1,0,0,0,0.535714269,0.161488533
1,0,0,0,0,1,0,0,1,0,0,1,0.535714269,0.20768261
1,0,0,0,0,1,0,0,1,0,1,0,0.535714269,0.156915665
1,0,0,0,0,1,0,0,1,0,1,1,0.535714269,0.170208216
1,0,0,0,0,1,0,0,1,1,0,0,0.535714269,0.193829298
1,0,0,0,0,1,0,0,1,1,0,1,0.535714269,0.159189463
1,0,0,0,0,1,0,0,1,1,1,0,0.535714269,0.163451433
1,0,0,0,0,1,0,0,1,1,1,1,0.535714269,0.193382263
1,0,0,0,0,1,0,1,0,0,0,0,0.464285702,0.172209978
1,0,0,0,0,1,0,1,0,0,0,1,0.464285702,0.173143864
1,0,0,0,0,1,0,1,0,0,1,0,0.464285702,0.164188147
1,0,0,0,0,1,0,1,0,0,1,1,0.464285702,0.165066242
1,0,0,0,0,1,0,1,0,1,0,0,0.464285702,0.158448935
1,0,0,0,0,1,0,1,0,1,0,1,0.464285702,0.185477734
1,0,0,0,0,1,0,1,0,1,1,0,0.464285702,0.164094687
1,0,0,0,0,1,0,1,0,1,1,1,0.464285702,0.155929089
1,0,0,0,0,1,0,1,1,0,0,0,0.464285702,0.185185671
1,0,0,0,0,1,0,1,1,0,0,1,0.464285702,0.186909676
1,0,0,0,0,1,0,1,1,0,1,0,0.464285702,0.186879158
1,0,0,0,0,1,0,1,1,0,1,1,0.464285702,0.176715612
1,0,0,0,0,1,0,1,1,1,0,0,0.464285702,0.164788723
1,0,0,0,0,1,0,1,1,1,0,1,0.464285702,0.165810108
1,0,0,0,0,1,0,1,1,1,1,0,0.464285702,0.163044453
1,0,0,0,0,1,0,1,1,1,1,1,0.464285702,0.177696228
1,0,0,0,0,1,1,0,0,0,0,0,0.535714269,0.205538988
1,0,0,0,0,1,1,0,0,0,0,1,0.535714269,0.225352049
1,0,0,0,0,1,1,0,0,0,1,0,0.535714269,0.20386982
1,0,0,0,0,1,1,0,0,0,1,1,0.535714269,0.267537117
1,0,0,0,0,1,1,0,0,1,0,0,0.535714269,0.21297121
1,0,0,0,0,1,1,0,0,1,0,1,0.535714269,0.266956091
1,0,0,0,0,1,1,0,0,1,1,0,0.535714269,0.208557367
1,0,0,0,0,1,1,0,0,1,1,1,0.535714269,0.21761632
1,0,0,0,0,1,1,0,1,0,0,0,0.535714269,0.247273445
1,0,0,0,0,1,1,0,1,0,0,1,0.535714269,0.217652559
1,0,0,0,0,1,1,0,1,0,1,0,0.535714269,0.254738092
1,0,0,0,0,1,1,0,1,0,1,1,0.535714269,0.229700804
1,0,0,0,0,1,1,0,1,1,0,0,0.535714269,0.274803877
1,0,0,0,0,1,1,0,1,1,0,1,0.535714269,0.20802927
1,0,0,0,0,1,1,0,1,1,1,0,0.535714269,0.21768713
1,0,0,0,0,1,1,0,1,1,1,1,0.535714269,0.226106167
1,0,0,0,0,1,1,1,0,0,0,0,0.464285702,0.238516569
1,0,0,0,0,1,1,1,0,0,0,1,0.464285702,0.225050449
1,0,0,0,0,1,1,1,0,0,1,0,0.464285702,0.228223324
1,0,0,0,0,1,1,1,0,0,1,1,0.464285702,0.241198063
1,0,0,0,0,1,1,1,0,1,0,0,0.464285702,0.226144791
1,0,0,0,0,1,1,1,0,1,0,1,0.464285702,0.209916353
1,0,0,0,0,1,1,1,0,1,1,0,0.464285702,0.207618713
1,0,0,0,0,1,1,1,0,1,1,1,0.464285702,0.224810362
1,0,0,0,0,1,1,1,1,0,0,0,0.464285702,0.237005472
1,0,0,0,0,1,1,1,1,0,0,1,0.464285702,0.247895002
1,0,0,0,0,1,1,1,1,0,1,0,0.464285702,0.221037865
1,0,0,0,0,1,1,1,1,0,1,1,0.464285702,0.202499628
1,0,0,0,0,1,1,1,1,1,0,0,0.464285702,0.201283932
1,0,0,0,0,1,1,1,1,1,0,1,0.464285702,0.20261693
1,0,0,0,0,1,1,1,1,1,1,0,0.464285702,0.220308542
1,0,0,0,0,1,1,1,1,1,1,1,0.464285702,0.205722332
1,0,0,0,1,0,0,0,0,0,0,0,0.464285702,0.080683231
1,0,0,0,1,0,0,0,0,0,0,1,0.464285702,0.07811594
1,0,0,0,1,0,0,0,0,0,1,0,0.464285702,0.084699154
1,0,0,0,1,0,0,0,0,0,1,1,0.464285702,0.081256628
1,0,0,0,1,0,0,0,0,1,0,0,0.464285702,0.110198975
1,0,0,0,1,0,0,0,0,1,0,1,0.464285702,0.094128609
1,0,0,0,1,0,0,0,0,1,1,0,0.464285702,0.092049599
1,0,0,0,1,0,0,0,0,1,1,1,0.464285702,0.07929945
1,0,0,0,1,0,0,0,1,0,0,0,0.464285702,0.091516256
1,0,0,0,1,0,0,0,1,0,0,1,0.464285702,0.078983784
1,0,0,0,1,0,0,0,1,0,1,0,0.464285702,0.079117298
1,0,0,0,1,0,0,0,1,0,1,1,0.464285702,0.081229687
1,0,0,0,1,0,0,0,1,1,0,0,0.464285702,0.081760168
1,0,0,0,1,0,0,0,1,1,0,1,0.464285702,0.09739852
1,0,0,0,1,0,0,0,1,1,1,0,0.464285702,0.087915897
1,0,0,0,1,0,0,0,1,1,1,1,0.464285702,0.088747263
1,0,0,0,1,0,0,1,0,0,0,0,0.464285702,0.082777977
1,0,0,0,1,0,0,1,0,0,0,1,0.464285702,0.081755161
1,0,0,0,1,0,0,1,0,0,1,0,0.464285702,0.087365627
1,0,0,0,1,0,0,1,0,0,1,1,0.464285702,0.084499359
1,0,0,0,1,0,0,1,0,1,0,0,0.464285702,0.080617666
1,0,0,0,1,0,0,1,0,1,0,1,0.464285702,0.095954418
1,0,0,0,1,0,0,1,0,1,1,0,0.464285702,0.079171658
1,0,0,0,1,0,0,1,0,1,1,1,0.464285702,0.089486122
1,0,0,0,1,0,0,1,1,0,0,0,0.464285702,0.082803965
1,0,0,0,1,0,0,1,1,0,0,1,0.464285702,0.091428995
1,0,0,0,1,0,0,1,1,0,1,0,0.464285702,0.078484297
1,0,0,0,1,0,0,1,1,0,1,1,0.464285702,0.076353312
1,0,0,0,1,0,0,1,1,1,0,0,0.464285702,0.081357241
1,0,0,0,1,0,0,1,1,1,0,1,0.464285702,0.090507984
1,0,0,0,1,0,0,1,1,1,1,0,0.464285702,0.090390682
1,0,0,0,1,0,0,1,1,1,1,1,0.464285702,0.077071905
1,0,0,0,1,0,1,0,0,0,0,0,0.535714269,0.095169067
1,0,0,0,1,0,1,0,0,0,0,1,0.535714269,0.084611416
1,0,0,0,1,0,1,0,0,0,1,0,0.535714269,0.094088793
1,0,0,0,1,0,1,0,0,0,1,1,0.535714269,0.087423563
1,0,0,0,1,0,1,0,0,1,0,0,0.535714269,0.090295792
1,0,0,0,1,0,1,0,0,1,0,1,0.535714269,0.089250088
1,0,0,0,1,0,1,0,0,1,1,0,0.535714269,0.099313498
1,0,0,0,1,0,1,0,0,1,1,1,0.535714269,0.105984688
1,0,0,0,1,0,1,0,1,0,0,0,0.535714269,0.100950003
1,0,0,0,1,0,1,0,1,0,0,1,0.535714269,0.090559244
1,0,0,0,1,0,1,0,1,0,1,0,0.535714269,0.08785224
1,0,0,0,1,0,1,0,1,0,1,1,0.535714269,0.08780551
1,0,0,0,1,0,1,0,1,1,0,0,0.535714269,0.0938766
1,0,0,0,1,0,1,0,1,1,0,1,0.535714269,0.08623147
1,0,0,0,1,0,1,0,1,1,1,0,0.535714269,0.094253302
1,0,0,0,1,0,1,0,1,1,1,1,0.535714269,0.085441351
1,0,0,0,1,0,1,1,0,0,0,0,0.464285702,0.093939543
1,0,0,0,1,0,1,1,0,0,0,1,0.464285702,0.091229916
1,0,0,0,1,0,1,1,0,0,1,0,0.464285702,0.086235762
1,0,0,0,1,0,1,1,0,0,1,1,0.464285702,0.085704088
1,0,0,0,1,0,1,1,0,1,0,0,0.464285702,0.086113691
1,0,0,0,1,0,1,1,0,1,0,1,0.464285702,0.084251881
1,0,0,0,1,0,1,1,0,1,1,0,0.464285702,0.084994078
1,0,0,0,1,0,1,1,0,1,1,1,0.464285702,0.088243246
1,0,0,0,1,0,1,1,1,0,0,0,0.464285702,0.084896564
1,0,0,0,1,0,1,1,1,0,0,1,0.464285702,0.099944592
1,0,0,0,1,0,1,1,1,0,1,0,0.464285702,0.089015245
1,0,0,0,1,0,1,1,1,0,1,1,0.464285702,0.092641115
1,0,0,0,1,0,1,1,1,1,0,0,0.464285702,0.084622622
1,0,0,0,1,0,1,1,1,1,0,1,0.464285702,0.085716486
1,0,0,0,1,0,1,1,1,1,1,0,0.464285702,0.098824739
1,0,0,0,1,0,1,1,1,1,1,1,0.464285702,0.086432934
1,0,0,0,1,1,0,0,0,0,0,0,0.464285702,0.17087698
1,0,0,0,1,1,0,0,0,0,0,1,0.464285702,0.184383869
1,0,0,0,1,1,0,0,0,0,1,0,0.464285702,0.175142765
1,0,0,0,1,1,0,0,0,0,1,1,0.464285702,0.188589096
1,0,0,0,1,1,0,0,0,1,0,0,0.464285702,0.164081573
1,0,0,0,1,1,0,0,0,1,0,1,0.464285702,0.172318459
1,0,0,0,1,1,0,0,0,1,1,0,0.464285702,0.18016696
1,0,0,0,1,1,0,0,0,1,1,1,0.464285702,0.189804554
1,0,0,0,1,1,0,0,1,0,0,0,0.464285702,0.171470165
1,0,0,0,1,1,0,0,1,0,0,1,0.464285702,0.164865494
1,0,0,0,1,1,0,0,1,0,1,0,0.464285702,0.171066046
1,0,0,0,1,1,0,0,1,0,1,1,0.464285702,0.175820351
1,0,0,0,1,1,0,0,1,1,0,0,0.464285702,0.168771505
1,0,0,0,1,1,0,0,1,1,0,1,0.464285702,0.183962107
1,0,0,0,1,1,0,0,1,1,1,0,0.464285702,0.176234484
1,0,0,0,1,1,0,0,1,1,1,1,0.464285702,0.183158398
1,0,0,0,1,1,0,1,0,0,0,0,0.464285702,0.191163063
1,0,0,0,1,1,0,1,0,0,0,1,0.464285702,0.197489977
1,0,0,0,1,1,0,1,0,0,1,0,0.464285702,0.197942734
1,0,0,0,1,1,0,1,0,0,1,1,0.464285702,0.191705465
1,0,0,0,1,1,0,1,0,1,0,0,0.464285702,0.166363239
1,0,0,0,1,1,0,1,0,1,0,1,0.464285702,0.164197683
1,0,0,0,1,1,0,1,0,1,1,0,0.464285702,0.170317411
1,0,0,0,1,1,0,1,0,1,1,1,0.464285702,0.201834202
1,0,0,0,1,1,0,1,1,0,0,0,0.464285702,0.167992353
1,0,0,0,1,1,0,1,1,0,0,1,0.464285702,0.168402433
1,0,0,0,1,1,0,1,1,0,1,0,0.464285702,0.16627121
1,0,0,0,1,1,0,1,1,0,1,1,0.464285702,0.175824881
1,0,0,0,1,1,0,1,1,1,0,0,0.464285702,0.166683674
1,0,0,0,1,1,0,1,1,1,0,1,0.464285702,0.1851542
1,0,0,0,1,1,0,1,1,1,1,0,0.464285702,0.193340063
1,0,0,0,1,1,0,1,1,1,1,1,0.464285702,0.178678751
1,0,0,0,1,1,1,0,0,0,0,0,0.535714269,0.279657364
1,0,0,0,1,1,1,0,0,0,0,1,0.535714269,0.228030682
1,0,0,0,1,1,1,0,0,0,1,0,0.535714269,0.262614489
1,0,0,0,1,1,1,0,0,0,1,1,0.535714269,0.215438843
1,0,0,0,1,1,1,0,0,1,0,0,0.535714269,0.210213423
1,0,0,0,1,1,1,0,0,1,0,1,0.535714269,0.226807594
1,0,0,0,1,1,1,0,0,1,1,0,0.535714269,0.21851325
1,0,0,0,1,1,1,0,0,1,1,1,0.535714269,0.210187435
1,0,0,0,1,1,1,0,1,0,0,0,0.535714269,0.220170975
1,0,0,0,1,1,1,0,1,0,0,1,0.535714269,0.220262289
1,0,0,0,1,1,1,0,1,0,1,0,0.535714269,0.248595715
1,0,0,0,1,1,1,0,1,0,1,1,0.535714269,0.220127106
1,0,0,0,1,1,1,0,1,1,0,0,0.535714269,0.236819029
1,0,0,0,1,1,1,0,1,1,0,1,0.535714269,0.216166496
1,0,0,0,1,1,1,0,1,1,1,0,0.535714269,0.235460281
1,0,0,0,1,1,1,0,1,1,1,1,0.535714269,0.209237576
1,0,0,0,1,1,1,1,0,0,0,0,0.464285702,0.238007545
1,0,0,0,1,1,1,1,0,0,0,1,0.464285702,0.212872505
1,0,0,0,1,1,1,1,0,0,1,0,0.464285702,0.21300149
1,0,0,0,1,1,1,1,0,0,1,1,0.464285702,0.228043079
1,0,0,0,1,1,1,1,0,1,0,0,0.464285702,0.243357182
1,0,0,0,1,1,1,1,0,1,0,1,0.464285702,0.215018749
1,0,0,0,1,1,1,1,0,1,1,0,0.464285702,0.239561558
1,0,0,0,1,1,1,1,0,1,1,1,0.464285702,0.215006113
1,0,0,0,1,1,1,1,1,0,0,0,0.464285702,0.224004269
1,0,0,0,1,1,1,1,1,0,0,1,0.464285702,0.229066372
1,0,0,0,1,1,1,1,1,0,1,0,0.464285702,0.211519241
1,0,0,0,1,1,1,1,1,0,1,1,0.464285702,0.253628969
1,0,0,0,1,1,1,1,1,1,0,0,0.464285702,0.21397233
1,0,0,0,1,1,1,1,1,1,0,1,0.464285702,0.215987921
1,0,0,0,1,1,1,1,1,1,1,0,0.464285702,0.255184174
1,0,0,0,1,1,1,1,1,1,1,1,0.464285702,0.209791422
1,0,0,1,0,0,0,0,0,0,0,0,0.535714269,0.170975685
1,0,0,1,0,0,0,0,0,0,0,1,0.535714269,0.200932741
1,0,0,1,0,0,0,0,0,0,1,0,0.535714269,0.184560776
1,0,0,1,0,0,0,0,0,0,1,1,0.535714269,0.191284418
1,0,0,1,0,0,0,0,0,1,0,0,0.535714269,0.179066896
1,0,0,1,0,0,0,0,0,1,0,1,0.535714269,0.176418543
1,0,0,1,0,0,0,0,0,1,1,0,0.535714269,0.175156116
1,0,0,1,0,0,0,0,0,1,1,1,0.535714269,0.199576855
1,0,0,1,0,0,0,0,1,0,0,0,0.535714269,0.201758862
1,0,0,1,0,0,0,0,1,0,0,1,0.535714269,0.182699442
1,0,0,1,0,0,0,0,1,0,1,0,0.535714269,0.175820351
1,0,0,1,0,0,0,0,1,0,1,1,0.535714269,0.17391634
1,0,0,1,0,0,0,0,1,1,0,0,0.535714269,0.196757555
1,0,0,1,0,0,0,0,1,1,0,1,0.535714269,0.177952528
1,0,0,1,0,0,0,0,1,1,1,0,0.535714269,0.18407321
1,0,0,1,0,0,0,0,1,1,1,1,0.535714269,0.176944971
1,0,0,1,0,0,0,1,0,0,0,0,0.464285702,0.188861847
1,0,0,1,0,0,0,1,0,0,0,1,0.464285702,0.191859484
1,0,0,1,0,0,0,1,0,0,1,0,0.464285702,0.171609879
1,0,0,1,0,0,0,1,0,0,1,1,0.464285702,0.187227011
1,0,0,1,0,0,0,1,0,1,0,0,0.464285702,0.188068867
1,0,0,1,0,0,0,1,0,1,0,1,0.464285702,0.19645071
1,0,0,1,0,0,0,1,0,1,1,0,0.464285702,0.207542419
1,0,0,1,0,0,0,1,0,1,1,1,0.464285702,0.203602552
1,0,0,1,0,0,0,1,1,0,0,0,0.464285702,0.170213699
1,0,0,1,0,0,0,1,1,0,0,1,0.464285702,0.191836119
1,0,0,1,0,0,0,1,1,0,1,0,0.464285702,0.195461512
1,0,0,1,0,0,0,1,1,0,1,1,0.464285702,0.19036603
1,0,0,1,0,0,0,1,1,1,0,0,0.464285702,0.179609299
1,0,0,1,0,0,0,1,1,1,0,1,0.464285702,0.19071722
1,0,0,1,0,0,0,1,1,1,1,0,0.464285702,0.170860291
1,0,0,1,0,0,0,1,1,1,1,1,0.464285702,0.182630539
1,0,0,1,0,0,1,0,0,0,0,0,0.535714269,0.286238432
1,0,0,1,0,0,1,0,0,0,0,1,0.535714269,0.267152548
1,0,0,1,0,0,1,0,0,0,1,0,0.535714269,0.247324705
1,0,0,1,0,0,1,0,0,0,1,1,0.535714269,0.266523123
1,0,0,1,0,0,1,0,0,1,0,0,0.535714269,0.303166628
1,0,0,1,0,0,1,0,0,1,0,1,0.535714269,0.261959791
1,0,0,1,0,0,1,0,0,1,1,0,0.535714269,0.26017952
1,0,0,1,0,0,1,0,0,1,1,1,0.535714269,0.250479937
1,0,0,1,0,0,1,0,1,0,0,0,0.535714269,0.264462471
1,0,0,1,0,0,1,0,1,0,0,1,0.535714269,0.261305571
1,0,0,1,0,0,1,0,1,0,1,0,0.535714269,0.251291513
1,0,0,1,0,0,1,0,1,0,1,1,0.535714269,0.276061535
1,0,0,1,0,0,1,0,1,1,0,0,0.535714269,0.300034523
1,0,0,1,0,0,1,0,1,1,0,1,0.535714269,0.291617155
1,0,0,1,0,0,1,0,1,1,1,0,0.535714269,0.328853369
1,0,0,1,0,0,1,0,1,1,1,1,0.535714269,0.283760309
1,0,0,1,0,0,1,1,0,0,0,0,0.464285702,0.255619526
1,0,0,1,0,0,1,1,0,0,0,1,0.464285702,0.276643515
1,0,0,1,0,0,1,1,0,0,1,0,0.464285702,0.267044067
1,0,0,1,0,0,1,1,0,0,1,1,0.464285702,0.285667896
1,0,0,1,0,0,1,1,0,1,0,0,0.464285702,0.272985458
1,0,0,1,0,0,1,1,0,1,0,1,0.464285702,0.263054609
1,0,0,1,0,0,1,1,0,1,1,0,0.464285702,0.254478931
1,0,0,1,0,0,1,1,0,1,1,1,0.464285702,0.283542156
1,0,0,1,0,0,1,1,1,0,0,0,0.464285702,0.257555723
1,0,0,1,0,0,1,1,1,0,0,1,0.464285702,0.255154848
1,0,0,1,0,0,1,1,1,0,1,0,0.464285702,0.29339838
1,0,0,1,0,0,1,1,1,0,1,1,0.464285702,0.252864838
1,0,0,1,0,0,1,1,1,1,0,0,0.464285702,0.291011572
1,0,0,1,0,0,1,1,1,1,0,1,0.464285702,0.291722059
1,0,0,1,0,0,1,1,1,1,1,0,0.464285702,0.28676033
1,0,0,1,0,0,1,1,1,1,1,1,0.464285702,0.267934322
1,0,0,1,0,1,0,0,0,0,0,0,0.535714269,0.390279055
1,0,0,1,0,1,0,0,0,0,0,1,0.535714269,0.341298103
1,0,0,1,0,1,0,0,0,0,1,0,0.535714269,0.389465332
1,0,0,1,0,1,0,0,0,0,1,1,0.535714269,0.417229891
1,0,0,1,0,1,0,0,0,1,0,0,0.535714269,0.33782196
1,0,0,1,0,1,0,0,0,1,0,1,0.535714269,0.339207649
1,0,0,1,0,1,0,0,0,1,1,0,0.535714269,0.349914074
1,0,0,1,0,1,0,0,0,1,1,1,0.535714269,0.374489069
1,0,0,1,0,1,0,0,1,0,0,0,0.535714269,0.339005709
